entry_key,type,entry,missing_type,platform,version,package_name,expected_package,detected_package,os_platform,os_version,os_package,current_manager,suggested_platform,suggested_version,suggested_package,description,status
python-levenshtein,B.1a,python-levenshtein,,ubuntu,noble,python-levenshtein,,python3-levenshtein,,,,,,,,Package 'python-levenshtein' not found in ubuntu noble; detected existing package: 'python3-levenshtein',ok
python-libpcap,A.2,python-libpcap,platform,arch,,,,,,,,,,,emby-theater,Entry 'python-libpcap' missing version '' for platform 'arch'; suggested package: 'emby-theater',ok
python-libpcap,A.2,python-libpcap,platform,opensuse,15.2,,,,,,,,,,python-spec,Entry 'python-libpcap' missing version '15.2' for platform 'opensuse'; suggested package: 'python-spec',ok
python-libpcap,B.1a,python-libpcap,,debian,bookworm,python-libpcap,,python3-xmlrunner,,,,,,,,Package 'python-libpcap' not found in debian bookworm; detected existing package: 'python3-xmlrunner',ok
python-libpcap,B.1a,python-libpcap,,debian,trixie,python-libpcap,,,,,,,,,,Package 'python-libpcap' not found in debian trixie,ok
python-libpcap,B.1a,python-libpcap,,ubuntu,jammy,python-libpcap,,python3-xmlrunner,,,,,,,,Package 'python-libpcap' not found in ubuntu jammy; detected existing package: 'python3-xmlrunner',ok
python-libpcap,B.1a,python-libpcap,,ubuntu,noble,python-libpcap,,,,,,,,,,Package 'python-libpcap' not found in ubuntu noble,ok
python-libpgm-pip,A.2,python-libpgm-pip,platform,arch,,,,,,,,,,,libpgm,Entry 'python-libpgm-pip' missing version '' for platform 'arch'; suggested package: 'libpgm',ok
python-libpgm-pip,B.2,python-libpgm-pip,,,,,,,,,,pip,debian,bookworm,libpgm-dev,Entry 'python-libpgm-pip' using pip but package 'libpgm-dev' available in debian bookworm,ok
python-libpgm-pip,B.2,python-libpgm-pip,,,,,,,,,,pip,ubuntu,jammy,libpgm-dev,Entry 'python-libpgm-pip' using pip but package 'libpgm-dev' available in ubuntu jammy,ok
python-librabbitmq-pip,A.2,python-librabbitmq-pip,platform,arch,,,,,,,,,,,rabbitmq,Entry 'python-librabbitmq-pip' missing version '' for platform 'arch'; suggested package: 'rabbitmq',ok
python-librabbitmq-pip,A.2,python-librabbitmq-pip,platform,rhel,8,,,,,,,,,,librabbitmq,Entry 'python-librabbitmq-pip' missing version '8' for platform 'rhel'; suggested package: 'librabbitmq',ok
python-librabbitmq-pip,A.2,python-librabbitmq-pip,platform,rhel,9,,,,,,,,,,librabbitmq,Entry 'python-librabbitmq-pip' missing version '9' for platform 'rhel'; suggested package: 'librabbitmq',ok
python-librabbitmq-pip,B.2,python-librabbitmq-pip,,,,,,,,,,pip,debian,bookworm,librabbitmq-dev,Entry 'python-librabbitmq-pip' using pip but package 'librabbitmq-dev' available in debian bookworm,ok
python-librabbitmq-pip,B.2,python-librabbitmq-pip,,,,,,,,,,pip,fedora,41,librabbitmq,Entry 'python-librabbitmq-pip' using pip but package 'librabbitmq' available in fedora 41,ok
python-librabbitmq-pip,B.2,python-librabbitmq-pip,,,,,,,,,,pip,ubuntu,jammy,librabbitmq-dev,Entry 'python-librabbitmq-pip' using pip but package 'librabbitmq-dev' available in ubuntu jammy,ok
python-lindypy-pip,A.2,python-lindypy-pip,platform,arch,,,,,,,,,,,emby-theater,Entry 'python-lindypy-pip' missing version '' for platform 'arch'; suggested package: 'emby-theater',ok
python-lindypy-pip,A.2,python-lindypy-pip,platform,opensuse,15.2,,,,,,,,,,zlib,Entry 'python-lindypy-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'zlib',ok
python-lindypy-pip,B.2,python-lindypy-pip,,,,,,,,,,pip,debian,bookworm,python3-xmlrunner,Entry 'python-lindypy-pip' using pip but package 'python3-xmlrunner' available in debian bookworm,ok
python-lindypy-pip,B.2,python-lindypy-pip,,,,,,,,,,pip,ubuntu,jammy,python3-xmlrunner,Entry 'python-lindypy-pip' using pip but package 'python3-xmlrunner' available in ubuntu jammy,ok
python-lttngust,A.2,python-lttngust,platform,alpine,edge,,,,,,,,,,py3-lttng,Entry 'python-lttngust' missing version 'edge' for platform 'alpine'; suggested package: 'py3-lttng',ok
python-lttngust,A.2,python-lttngust,platform,arch,,,,,,,,,,,python-lttngust,Entry 'python-lttngust' missing version '' for platform 'arch'; suggested package: 'python-lttngust',ok
python-lttngust,A.2,python-lttngust,platform,fedora,41,,,,,,,,,,python3-lttngust,Entry 'python-lttngust' missing version '41' for platform 'fedora'; suggested package: 'python3-lttngust',ok
python-lttngust,A.2,python-lttngust,platform,fedora,42,,,,,,,,,,python3-lttngust,Entry 'python-lttngust' missing version '42' for platform 'fedora'; suggested package: 'python3-lttngust',ok
python-lttngust,A.2,python-lttngust,platform,nixos,unstable,,,,,,,,,,lttng-ust,Entry 'python-lttngust' missing version 'unstable' for platform 'nixos'; suggested package: 'lttng-ust',ok
python-lttngust,A.2,python-lttngust,platform,rhel,9,,,,,,,,,,lttng-ust,Entry 'python-lttngust' missing version '9' for platform 'rhel'; suggested package: 'lttng-ust',ok
python-lttngust,B.1a,python-lttngust,,debian,bookworm,python-lttngust,,,,,,,,,,Package 'python-lttngust' not found in debian bookworm,ok
python-lttngust,B.1a,python-lttngust,,debian,trixie,python-lttngust,,,,,,,,,,Package 'python-lttngust' not found in debian trixie,ok
python-lttngust,B.1a,python-lttngust,,ubuntu,jammy,python-lttngust,,,,,,,,,,Package 'python-lttngust' not found in ubuntu jammy,ok
python-lttngust,B.1a,python-lttngust,,ubuntu,noble,python-lttngust,,,,,,,,,,Package 'python-lttngust' not found in ubuntu noble,ok
python-luis-pip,A.2,python-luis-pip,platform,arch,,,,,,,,,,,emby-theater,Entry 'python-luis-pip' missing version '' for platform 'arch'; suggested package: 'emby-theater',ok
python-luis-pip,A.2,python-luis-pip,platform,opensuse,15.2,,,,,,,,,,zlib,Entry 'python-luis-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'zlib',ok
python-luis-pip,B.2,python-luis-pip,,,,,,,,,,pip,debian,bookworm,python3-xmlrunner,Entry 'python-luis-pip' using pip but package 'python3-xmlrunner' available in debian bookworm,ok
python-luis-pip,B.2,python-luis-pip,,,,,,,,,,pip,ubuntu,jammy,python3-xmlrunner,Entry 'python-luis-pip' using pip but package 'python3-xmlrunner' available in ubuntu jammy,ok
python-lxml,A.2,python-lxml,platform,alpine,edge,,,,,,,,,,py3-lxml,Entry 'python-lxml' missing version 'edge' for platform 'alpine'; suggested package: 'py3-lxml',ok
python-lxml,A.2,python-lxml,platform,debian,bookworm,,,,,,,,,,python3-lxml,Entry 'python-lxml' missing version 'bookworm' for platform 'debian'; suggested package: 'python3-lxml',ok
python-lxml,A.2,python-lxml,platform,debian,trixie,,,,,,,,,,python3-lxml,Entry 'python-lxml' missing version 'trixie' for platform 'debian'; suggested package: 'python3-lxml',ok
python-lxml,A.2,python-lxml,platform,rhel,9,,,,,,,,,,python3-lxml,Entry 'python-lxml' missing version '9' for platform 'rhel'; suggested package: 'python3-lxml',ok
python-lxml,A.2,python-lxml,platform,ubuntu,jammy,,,,,,,,,,python3-lxml,Entry 'python-lxml' missing version 'jammy' for platform 'ubuntu'; suggested package: 'python3-lxml',ok
python-lxml,A.2,python-lxml,platform,ubuntu,noble,,,,,,,,,,python3-lxml,Entry 'python-lxml' missing version 'noble' for platform 'ubuntu'; suggested package: 'python3-lxml',ok
python-lxml,B.1a,python-lxml,,arch,,python2-lxml,,python-lxml,,,,,,,,Package 'python2-lxml' not found in arch ; detected existing package: 'python-lxml',ok
python-lxml,B.1a,python-lxml,,fedora,41,python-lxml,,python3-lxml,,,,,,,,Package 'python-lxml' not found in fedora 41; detected existing package: 'python3-lxml',ok
python-lxml,B.1a,python-lxml,,fedora,42,python-lxml,,python3-lxml,,,,,,,,Package 'python-lxml' not found in fedora 42; detected existing package: 'python3-lxml',ok
python-lxml,B.1b,python-lxml,,opensuse,15.2,python2-lxml,python3-lxml,,,,,,,,,Package 'python2-lxml' differs from expected 'python3-lxml' in opensuse 15.2,ok
python-lxml,B.1b,python-lxml,,rhel,8,python2-lxml,python39-lxml,,,,,,,,,Package 'python2-lxml' differs from expected 'python39-lxml' in rhel 8,ok
python-lzf-pip,A.2,python-lzf-pip,platform,arch,,,,,,,,,,,liblzf,Entry 'python-lzf-pip' missing version '' for platform 'arch'; suggested package: 'liblzf',ok
python-lzf-pip,A.2,python-lzf-pip,platform,fedora,41,,,,,,,,,,czmq-devel,Entry 'python-lzf-pip' missing version '41' for platform 'fedora'; suggested package: 'czmq-devel',ok
python-lzf-pip,A.2,python-lzf-pip,platform,fedora,42,,,,,,,,,,liblzf-devel,Entry 'python-lzf-pip' missing version '42' for platform 'fedora'; suggested package: 'liblzf-devel',ok
python-lzf-pip,A.2,python-lzf-pip,platform,opensuse,15.2,,,,,,,,,,python-halite,Entry 'python-lzf-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'python-halite',ok
python-lzf-pip,A.2,python-lzf-pip,platform,nixos,unstable,,,,,,,,,,python314Packages.python-lzf,Entry 'python-lzf-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.python-lzf',ok
python-lzf-pip,A.2,python-lzf-pip,platform,rhel,8,,,,,,,,,,liblzf-devel,Entry 'python-lzf-pip' missing version '8' for platform 'rhel'; suggested package: 'liblzf-devel',ok
python-lzf-pip,A.2,python-lzf-pip,platform,rhel,9,,,,,,,,,,liblzf-devel,Entry 'python-lzf-pip' missing version '9' for platform 'rhel'; suggested package: 'liblzf-devel',ok
python-lzf-pip,B.2,python-lzf-pip,,,,,,,,,,pip,debian,bookworm,python3-xmlrunner,Entry 'python-lzf-pip' using pip but package 'python3-xmlrunner' available in debian bookworm,ok
python-lzf-pip,B.2,python-lzf-pip,,,,,,,,,,pip,ubuntu,jammy,python3-xmlrunner,Entry 'python-lzf-pip' using pip but package 'python3-xmlrunner' available in ubuntu jammy,ok
python-mahotas,A.2,python-mahotas,platform,arch,,,,,,,,,,,python-scikit-image,Entry 'python-mahotas' missing version '' for platform 'arch'; suggested package: 'python-scikit-image',ok
python-mahotas,A.2,python-mahotas,platform,debian,bookworm,,,,,,,,,,python3-skimage-lib,Entry 'python-mahotas' missing version 'bookworm' for platform 'debian'; suggested package: 'python3-skimage-lib',ok
python-mahotas,A.2,python-mahotas,platform,debian,trixie,,,,,,,,,,python3-skimage-lib,Entry 'python-mahotas' missing version 'trixie' for platform 'debian'; suggested package: 'python3-skimage-lib',ok
python-mahotas,A.2,python-mahotas,platform,fedora,42,,,,,,,,,,python3-astropy,Entry 'python-mahotas' missing version '42' for platform 'fedora'; suggested package: 'python3-astropy',ok
python-mahotas,A.2,python-mahotas,platform,opensuse,15.2,,,,,,,,,,python3-scikit-image,Entry 'python-mahotas' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-scikit-image',ok
python-mahotas,A.2,python-mahotas,platform,nixos,unstable,,,,,,,,,,python314Packages.mahotas,Entry 'python-mahotas' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.mahotas',ok
python-mahotas,A.2,python-mahotas,platform,rhel,8,,,,,,,,,,python3-astropy,Entry 'python-mahotas' missing version '8' for platform 'rhel'; suggested package: 'python3-astropy',ok
python-mahotas,B.2,python-mahotas,,,,,,,,,,pip,ubuntu,jammy,python3-skimage-lib,Entry 'python-mahotas' using pip but package 'python3-skimage-lib' available in ubuntu jammy,ok
python-mako,A.2,python-mako,platform,alpine,edge,,,,,,,,,,py3-mako,Entry 'python-mako' missing version 'edge' for platform 'alpine'; suggested package: 'py3-mako',ok
python-mako,A.2,python-mako,platform,arch,,,,,,,,,,,python-mako,Entry 'python-mako' missing version '' for platform 'arch'; suggested package: 'python-mako',ok
python-mako,A.2,python-mako,platform,opensuse,15.2,,,,,,,,,,python3-Mako,Entry 'python-mako' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-Mako',ok
python-mako,A.2,python-mako,platform,nixos,unstable,,,,,,,,,,mako,Entry 'python-mako' missing version 'unstable' for platform 'nixos'; suggested package: 'mako',ok
python-mako,A.2,python-mako,platform,rhel,8,,,,,,,,,,python3-mako,Entry 'python-mako' missing version '8' for platform 'rhel'; suggested package: 'python3-mako',ok
python-mako,A.2,python-mako,platform,rhel,9,,,,,,,,,,python3-mako,Entry 'python-mako' missing version '9' for platform 'rhel'; suggested package: 'python3-mako',ok
python-mako,B.1a,python-mako,,debian,bookworm,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in debian bookworm; detected existing package: 'python3-mako',ok
python-mako,B.1a,python-mako,,debian,trixie,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in debian trixie; detected existing package: 'python3-mako',ok
python-mako,B.1a,python-mako,,fedora,41,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in fedora 41; detected existing package: 'python3-mako',ok
python-mako,B.1a,python-mako,,fedora,42,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in fedora 42; detected existing package: 'python3-mako',ok
python-mako,B.1a,python-mako,,ubuntu,jammy,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in ubuntu jammy; detected existing package: 'python3-mako',ok
python-mako,B.1a,python-mako,,ubuntu,noble,python-mako,,python3-mako,,,,,,,,Package 'python-mako' not found in ubuntu noble; detected existing package: 'python3-mako',ok
python-mapnik,A.2,python-mapnik,platform,alpine,edge,,,,,,,,,,mapnik,Entry 'python-mapnik' missing version 'edge' for platform 'alpine'; suggested package: 'mapnik',ok
python-mapnik,A.2,python-mapnik,platform,arch,,,,,,,,,,,mapnik,Entry 'python-mapnik' missing version '' for platform 'arch'; suggested package: 'mapnik',ok
python-mapnik,A.2,python-mapnik,platform,fedora,41,,,,,,,,,,python3-mapnik,Entry 'python-mapnik' missing version '41' for platform 'fedora'; suggested package: 'python3-mapnik',ok
python-mapnik,A.2,python-mapnik,platform,fedora,42,,,,,,,,,,python3-mapnik,Entry 'python-mapnik' missing version '42' for platform 'fedora'; suggested package: 'python3-mapnik',ok
python-mapnik,A.2,python-mapnik,platform,nixos,unstable,,,,,,,,,,python314Packages.python-mapnik,Entry 'python-mapnik' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.python-mapnik',ok
python-mapnik,B.1a,python-mapnik,,debian,bookworm,python-mapnik,,python3-mapnik,,,,,,,,Package 'python-mapnik' not found in debian bookworm; detected existing package: 'python3-mapnik',ok
python-mapnik,B.1a,python-mapnik,,debian,trixie,python-mapnik,,python3-mapnik,,,,,,,,Package 'python-mapnik' not found in debian trixie; detected existing package: 'python3-mapnik',ok
python-mapnik,B.1a,python-mapnik,,ubuntu,jammy,python-mapnik,,python3-mapnik,,,,,,,,Package 'python-mapnik' not found in ubuntu jammy; detected existing package: 'python3-mapnik',ok
python-mapnik,B.1a,python-mapnik,,ubuntu,noble,python-mapnik,,python3-mapnik,,,,,,,,Package 'python-mapnik' not found in ubuntu noble; detected existing package: 'python3-mapnik',ok
python-marisa,B.1a,python-marisa,,,,,,,,,,,,,,No distribution info found for entry 'python-marisa',ok
python-markdown,A.2,python-markdown,platform,alpine,edge,,,,,,,,,,py3-markdown,Entry 'python-markdown' missing version 'edge' for platform 'alpine'; suggested package: 'py3-markdown',ok
python-markdown,A.2,python-markdown,platform,arch,,,,,,,,,,,python-markdown,Entry 'python-markdown' missing version '' for platform 'arch'; suggested package: 'python-markdown',ok
python-markdown,A.2,python-markdown,platform,opensuse,15.2,,,,,,,,,,python3-Markdown,Entry 'python-markdown' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-Markdown',ok
python-markdown,A.2,python-markdown,platform,nixos,unstable,,,,,,,,,,python314Packages.markdown,Entry 'python-markdown' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.markdown',ok
python-markdown,A.2,python-markdown,platform,rhel,8,,,,,,,,,,python3-markdown,Entry 'python-markdown' missing version '8' for platform 'rhel'; suggested package: 'python3-markdown',ok
python-markdown,A.2,python-markdown,platform,rhel,9,,,,,,,,,,python3-markdown,Entry 'python-markdown' missing version '9' for platform 'rhel'; suggested package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,debian,bookworm,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in debian bookworm; detected existing package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,debian,trixie,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in debian trixie; detected existing package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,fedora,41,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in fedora 41; detected existing package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,fedora,42,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in fedora 42; detected existing package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,ubuntu,jammy,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in ubuntu jammy; detected existing package: 'python3-markdown',ok
python-markdown,B.1a,python-markdown,,ubuntu,noble,python-markdown,,python3-markdown,,,,,,,,Package 'python-markdown' not found in ubuntu noble; detected existing package: 'python3-markdown',ok
python-marshmallow,A.2,python-marshmallow,platform,alpine,edge,,,,,,,,,,py3-marshmallow,Entry 'python-marshmallow' missing version 'edge' for platform 'alpine'; suggested package: 'py3-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,arch,,,,,,,,,,,python-marshmallow,Entry 'python-marshmallow' missing version '' for platform 'arch'; suggested package: 'python-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,debian,bookworm,,,,,,,,,,python3-marshmallow,Entry 'python-marshmallow' missing version 'bookworm' for platform 'debian'; suggested package: 'python3-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,debian,trixie,,,,,,,,,,python3-marshmallow,Entry 'python-marshmallow' missing version 'trixie' for platform 'debian'; suggested package: 'python3-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,opensuse,15.2,,,,,,,,,,python3-marshmallow,Entry 'python-marshmallow' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,nixos,unstable,,,,,,,,,,python314Packages.marshmallow,Entry 'python-marshmallow' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,rhel,8,,,,,,,,,,python3-marshmallow,Entry 'python-marshmallow' missing version '8' for platform 'rhel'; suggested package: 'python3-marshmallow',ok
python-marshmallow,A.2,python-marshmallow,platform,rhel,9,,,,,,,,,,python3-marshmallow,Entry 'python-marshmallow' missing version '9' for platform 'rhel'; suggested package: 'python3-marshmallow',ok
python-marshmallow,B.1a,python-marshmallow,,fedora,41,python-marshmallow,,python3-marshmallow,,,,,,,,Package 'python-marshmallow' not found in fedora 41; detected existing package: 'python3-marshmallow',ok
python-marshmallow,B.1a,python-marshmallow,,fedora,42,python-marshmallow,,python3-marshmallow,,,,,,,,Package 'python-marshmallow' not found in fedora 42; detected existing package: 'python3-marshmallow',ok
python-marshmallow,B.2,python-marshmallow,,,,,,,,,,pip,ubuntu,jammy,python3-marshmallow,Entry 'python-marshmallow' using pip but package 'python3-marshmallow' available in ubuntu jammy,ok
python-math3d-pip,,python-math3d-pip,,,,,,,,,,,,,,,no_issues
python-matplotlib,A.2,python-matplotlib,platform,alpine,edge,,,,,,,,,,py3-matplotlib,Entry 'python-matplotlib' missing version 'edge' for platform 'alpine'; suggested package: 'py3-matplotlib',ok
python-matplotlib,A.2,python-matplotlib,platform,rhel,8,,,,,,,,,,python3-matplotlib,Entry 'python-matplotlib' missing version '8' for platform 'rhel'; suggested package: 'python3-matplotlib',ok
python-matplotlib,A.2,python-matplotlib,platform,rhel,9,,,,,,,,,,python3-matplotlib,Entry 'python-matplotlib' missing version '9' for platform 'rhel'; suggested package: 'python3-matplotlib',ok
python-matplotlib,A.2,python-matplotlib,platform,ubuntu,jammy,,,,,,,,,,python-matplotlib-doc,Entry 'python-matplotlib' missing version 'jammy' for platform 'ubuntu'; suggested package: 'python-matplotlib-doc',ok
python-matplotlib,A.2,python-matplotlib,platform,ubuntu,noble,,,,,,,,,,python-matplotlib-data,Entry 'python-matplotlib' missing version 'noble' for platform 'ubuntu'; suggested package: 'python-matplotlib-data',ok
python-matplotlib,B.1a,python-matplotlib,,arch,,python2-matplotlib,,python-matplotlib,,,,,,,,Package 'python2-matplotlib' not found in arch ; detected existing package: 'python-matplotlib',ok
python-matplotlib,B.1a,python-matplotlib,,debian,bookworm,python-matplotlib,,python-matplotlib-data,,,,,,,,Package 'python-matplotlib' not found in debian bookworm; detected existing package: 'python-matplotlib-data',ok
python-matplotlib,B.1a,python-matplotlib,,debian,trixie,python-matplotlib,,python-matplotlib-data,,,,,,,,Package 'python-matplotlib' not found in debian trixie; detected existing package: 'python-matplotlib-data',ok
python-matplotlib,B.1a,python-matplotlib,,fedora,41,python-matplotlib,,python3-matplotlib,,,,,,,,Package 'python-matplotlib' not found in fedora 41; detected existing package: 'python3-matplotlib',ok
python-matplotlib,B.1a,python-matplotlib,,fedora,42,python-matplotlib,,python3-matplotlib,,,,,,,,Package 'python-matplotlib' not found in fedora 42; detected existing package: 'python3-matplotlib',ok
python-matplotlib,B.1b,python-matplotlib,,opensuse,15.2,python2-matplotlib,python3-matplotlib,,,,,,,,,Package 'python2-matplotlib' differs from expected 'python3-matplotlib' in opensuse 15.2,ok
python-mechanize,A.2,python-mechanize,platform,alpine,edge,,,,,,,,,,py3-mechanize,Entry 'python-mechanize' missing version 'edge' for platform 'alpine'; suggested package: 'py3-mechanize',ok
python-mechanize,A.2,python-mechanize,platform,opensuse,15.2,,,,,,,,,,python2-mechanize,Entry 'python-mechanize' missing version '15.2' for platform 'opensuse'; suggested package: 'python2-mechanize',ok
python-mechanize,B.1a,python-mechanize,,arch,,python2-mechanize,,python-mechanize,,,,,,,,Package 'python2-mechanize' not found in arch ; detected existing package: 'python-mechanize',ok
python-mechanize,B.1a,python-mechanize,,debian,bookworm,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in debian bookworm; detected existing package: 'python3-mechanize',ok
python-mechanize,B.1a,python-mechanize,,debian,trixie,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in debian trixie; detected existing package: 'python3-mechanize',ok
python-mechanize,B.1a,python-mechanize,,fedora,41,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in fedora 41; detected existing package: 'python3-mechanize',ok
python-mechanize,B.1a,python-mechanize,,fedora,42,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in fedora 42; detected existing package: 'python3-mechanize',ok
python-mechanize,B.1a,python-mechanize,,ubuntu,jammy,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in ubuntu jammy; detected existing package: 'python3-mechanize',ok
python-mechanize,B.1a,python-mechanize,,ubuntu,noble,python-mechanize,,python3-mechanize,,,,,,,,Package 'python-mechanize' not found in ubuntu noble; detected existing package: 'python3-mechanize',ok
python-mistune,A.2,python-mistune,platform,rhel,8,,,,,,,,,,python2-mistune,Entry 'python-mistune' missing version '8' for platform 'rhel'; suggested package: 'python2-mistune',ok
python-mistune,A.2,python-mistune,platform,rhel,9,,,,,,,,,,python3-mistune08,Entry 'python-mistune' missing version '9' for platform 'rhel'; suggested package: 'python3-mistune08',ok
python-mistune,B.1b,python-mistune,,ubuntu,jammy,,python3-mistune,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-mistune',ok
python-mock,A.2,python-mock,platform,rhel,9,,,,,,,,,,mock,Entry 'python-mock' missing version '9' for platform 'rhel'; suggested package: 'mock',ok
python-mock,A.2,python-mock,platform,ubuntu,jammy,,,,,,,,,,python3-mock,Entry 'python-mock' missing version 'jammy' for platform 'ubuntu'; suggested package: 'python3-mock',ok
python-mock,A.2,python-mock,platform,ubuntu,noble,,,,,,,,,,python3-mock,Entry 'python-mock' missing version 'noble' for platform 'ubuntu'; suggested package: 'python3-mock',ok
python-mock,B.1a,python-mock,,arch,,python2-mock,,,,,,,,,,Package 'python2-mock' not found in arch ,ok
python-mock,B.1a,python-mock,,debian,bookworm,python-mock,,python3-mock,,,,,,,,Package 'python-mock' not found in debian bookworm; detected existing package: 'python3-mock',ok
python-mock,B.1a,python-mock,,debian,trixie,python-mock,,python3-mock,,,,,,,,Package 'python-mock' not found in debian trixie; detected existing package: 'python3-mock',ok
python-mock,B.1a,python-mock,,fedora,41,python-mock,,mock,,,,,,,,Package 'python-mock' not found in fedora 41; detected existing package: 'mock',ok
python-mock,B.1a,python-mock,,fedora,42,python-mock,,mock,,,,,,,,Package 'python-mock' not found in fedora 42; detected existing package: 'mock',ok
python-mock,B.1b,python-mock,,alpine,edge,py-mock,py3-mock,,,,,,,,,Package 'py-mock' differs from expected 'py3-mock' in alpine edge,ok
python-mock,B.1b,python-mock,,opensuse,15.2,python2-mock,python-mock,,,,,,,,,Package 'python2-mock' differs from expected 'python-mock' in opensuse 15.2,ok
python-monotonic,A.2,python-monotonic,platform,rhel,8,,,,,,,,,,python3-monotonic,Entry 'python-monotonic' missing version '8' for platform 'rhel'; suggested package: 'python3-monotonic',ok
python-monotonic,A.2,python-monotonic,platform,rhel,9,,,,,,,,,,python3-monotonic,Entry 'python-monotonic' missing version '9' for platform 'rhel'; suggested package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,debian,bookworm,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in debian bookworm; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,debian,trixie,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in debian trixie; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,fedora,41,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in fedora 41; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,fedora,42,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in fedora 42; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,ubuntu,jammy,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in ubuntu jammy; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1a,python-monotonic,,ubuntu,noble,python-monotonic,,python3-monotonic,,,,,,,,Package 'python-monotonic' not found in ubuntu noble; detected existing package: 'python3-monotonic',ok
python-monotonic,B.1b,python-monotonic,,opensuse,15.2,python2-monotonic,python3-monotonic,,,,,,,,,Package 'python2-monotonic' differs from expected 'python3-monotonic' in opensuse 15.2,ok
python-more-itertools,A.2,python-more-itertools,platform,alpine,edge,,,,,,,,,,py3-more-itertools,Entry 'python-more-itertools' missing version 'edge' for platform 'alpine'; suggested package: 'py3-more-itertools',ok
python-more-itertools,A.2,python-more-itertools,platform,opensuse,15.2,,,,,,,,,,python-more-itertools,Entry 'python-more-itertools' missing version '15.2' for platform 'opensuse'; suggested package: 'python-more-itertools',ok
python-more-itertools,A.2,python-more-itertools,platform,nixos,unstable,,,,,,,,,,python313Packages.more-itertools,Entry 'python-more-itertools' missing version 'unstable' for platform 'nixos'; suggested package: 'python313Packages.more-itertools',ok
python-more-itertools,A.2,python-more-itertools,platform,rhel,8,,,,,,,,,,python39-more-itertools,Entry 'python-more-itertools' missing version '8' for platform 'rhel'; suggested package: 'python39-more-itertools',ok
python-more-itertools,A.2,python-more-itertools,platform,rhel,9,,,,,,,,,,python3-more-itertools,Entry 'python-more-itertools' missing version '9' for platform 'rhel'; suggested package: 'python3-more-itertools',ok
python-more-itertools,B.1a,python-more-itertools,,debian,bookworm,python-more-itertools,,python3-more-itertools,,,,,,,,Package 'python-more-itertools' not found in debian bookworm; detected existing package: 'python3-more-itertools',ok
