entry_key,type,entry,missing_type,platform,version,package_name,expected_package,detected_package,os_platform,os_version,os_package,current_manager,suggested_platform,suggested_version,suggested_package,description,status
g++-10,A.2,g++-10,platform,ubuntu,noble,,,,,,,,,,g++-10,Entry 'g++-10' missing version 'noble' for platform 'ubuntu'; suggested package: 'g++-10',ok
g++-5-arm-linux-gnueabihf,B.1a,g++-5-arm-linux-gnueabihf,,,,,,,,,,,,,,No distribution info found for entry 'g++-5-arm-linux-gnueabihf',ok
g++-5-multilib,B.1a,g++-5-multilib,,,,,,,,,,,,,,No distribution info found for entry 'g++-5-multilib',ok
g++-multilib,B.1a,g++-multilib,,fedora,41,glibc-devel(%{__isa_name}-32),,,,,,,,,,Package 'glibc-devel(%{__isa_name}-32)' not found in fedora 41,ok
g++-multilib,B.1a,g++-multilib,,fedora,41,glibc-static(%{__isa_name}-32),,,,,,,,,,Package 'glibc-static(%{__isa_name}-32)' not found in fedora 41,ok
g++-multilib,B.1a,g++-multilib,,fedora,41,libstdc++-devel(%{__isa_name}-32),,,,,,,,,,Package 'libstdc++-devel(%{__isa_name}-32)' not found in fedora 41,ok
g++-multilib,B.1a,g++-multilib,,fedora,41,libstdc++-static(%{__isa_name}-32),,,,,,,,,,Package 'libstdc++-static(%{__isa_name}-32)' not found in fedora 41,ok
g++-multilib,B.1a,g++-multilib,,fedora,42,glibc-devel(%{__isa_name}-32),,,,,,,,,,Package 'glibc-devel(%{__isa_name}-32)' not found in fedora 42,ok
g++-multilib,B.1a,g++-multilib,,fedora,42,glibc-static(%{__isa_name}-32),,,,,,,,,,Package 'glibc-static(%{__isa_name}-32)' not found in fedora 42,ok
g++-multilib,B.1a,g++-multilib,,fedora,42,libstdc++-devel(%{__isa_name}-32),,,,,,,,,,Package 'libstdc++-devel(%{__isa_name}-32)' not found in fedora 42,ok
g++-multilib,B.1a,g++-multilib,,fedora,42,libstdc++-static(%{__isa_name}-32),,,,,,,,,,Package 'libstdc++-static(%{__isa_name}-32)' not found in fedora 42,ok
g++-static,A.2,g++-static,platform,alpine,edge,,,,,,,,,,g++,Entry 'g++-static' missing version 'edge' for platform 'alpine'; suggested package: 'g++',ok
g++-static,B.1b,g++-static,,fedora,41,gcc-c++,gcc-c++,,,,,,,,,Package 'gcc-c++' differs from expected 'gcc-c++' in fedora 41,ok
g++-static,B.1b,g++-static,,fedora,42,gcc-c++,gcc-c++,,,,,,,,,Package 'gcc-c++' differs from expected 'gcc-c++' in fedora 42,ok
g++-static,B.1b,g++-static,,opensuse,15.2,gcc-c++,gcc-c++,,,,,,,,,Package 'gcc-c++' differs from expected 'gcc-c++' in opensuse 15.2,ok
g++-static,B.1b,g++-static,,rhel,8,gcc-c++,gcc-c++,,,,,,,,,Package 'gcc-c++' differs from expected 'gcc-c++' in rhel 8,ok
g++-static,B.1b,g++-static,,rhel,9,gcc-c++,gcc-c++,,,,,,,,,Package 'gcc-c++' differs from expected 'gcc-c++' in rhel 9,ok
gamin,A.2,gamin,platform,opensuse,15.2,,,,,,,,,,gamin-server,Entry 'gamin' missing version '15.2' for platform 'opensuse'; suggested package: 'gamin-server',ok
gamin,A.2,gamin,platform,rhel,8,,,,,,,,,,gamin,Entry 'gamin' missing version '8' for platform 'rhel'; suggested package: 'gamin',ok
gamin,B.1a,gamin,,debian,trixie,gamin,,,,,,,,,,Package 'gamin' not found in debian trixie,ok
gamin,B.1a,gamin,,ubuntu,noble,gamin,,,,,,,,,,Package 'gamin' not found in ubuntu noble,ok
gawk,A.2,gawk,platform,alpine,edge,,,,,,,,,,gawk,Entry 'gawk' missing version 'edge' for platform 'alpine'; suggested package: 'gawk',ok
gawk,A.2,gawk,platform,opensuse,15.2,,,,,,,,,,gawk,Entry 'gawk' missing version '15.2' for platform 'opensuse'; suggested package: 'gawk',ok
gawk,A.2,gawk,platform,rhel,8,,,,,,,,,,gawk,Entry 'gawk' missing version '8' for platform 'rhel'; suggested package: 'gawk',ok
gawk,A.2,gawk,platform,rhel,9,,,,,,,,,,gawk,Entry 'gawk' missing version '9' for platform 'rhel'; suggested package: 'gawk',ok
gazebo,B.1a,gazebo,,arch,,gazebo,,,,,,,,,,Package 'gazebo' not found in arch ,ok
gazebo,B.1a,gazebo,,nixos,unstable,gazebo,,,,,,,,,,Package 'gazebo' not found in nixos unstable,ok
gazebo11,A.2,gazebo11,platform,fedora,41,,,,,,,,,,gazebo,Entry 'gazebo11' missing version '41' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo11,A.2,gazebo11,platform,fedora,42,,,,,,,,,,gazebo,Entry 'gazebo11' missing version '42' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo11,B.1a,gazebo11,,nixos,unstable,gazebo_11,,,,,,,,,,Package 'gazebo_11' not found in nixos unstable,ok
gazebo5,A.2,gazebo5,platform,fedora,41,,,,,,,,,,gazebo,Entry 'gazebo5' missing version '41' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo5,A.2,gazebo5,platform,fedora,42,,,,,,,,,,gazebo,Entry 'gazebo5' missing version '42' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo5,B.1a,gazebo5,,arch,,gazebo,,,,,,,,,,Package 'gazebo' not found in arch ,ok
gazebo5,B.1a,gazebo5,,ubuntu,jammy,gazebo5,,gazebo,,,,,,,,Package 'gazebo5' not found in ubuntu jammy; detected existing package: 'gazebo',ok
gazebo5,B.1a,gazebo5,,ubuntu,noble,gazebo5,,,,,,,,,,Package 'gazebo5' not found in ubuntu noble,ok
gazebo7,A.2,gazebo7,platform,fedora,41,,,,,,,,,,gazebo,Entry 'gazebo7' missing version '41' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo7,A.2,gazebo7,platform,fedora,42,,,,,,,,,,gazebo,Entry 'gazebo7' missing version '42' for platform 'fedora'; suggested package: 'gazebo',ok
gazebo7,B.1a,gazebo7,,arch,,gazebo,,,,,,,,,,Package 'gazebo' not found in arch ,ok
gazebo7,B.1a,gazebo7,,nixos,unstable,gazebo_7,,,,,,,,,,Package 'gazebo_7' not found in nixos unstable,ok
gazebo7,B.1a,gazebo7,,ubuntu,jammy,gazebo7,,gazebo,,,,,,,,Package 'gazebo7' not found in ubuntu jammy; detected existing package: 'gazebo',ok
gazebo7,B.1a,gazebo7,,ubuntu,noble,gazebo7,,,,,,,,,,Package 'gazebo7' not found in ubuntu noble,ok
gazebo9,B.1a,gazebo9,,,,,,,,,,,,,,No distribution info found for entry 'gazebo9',ok
gcc-arm-none-eabi,A.2,gcc-arm-none-eabi,platform,alpine,edge,,,,,,,,,,gcc-arm-none-eabi,Entry 'gcc-arm-none-eabi' missing version 'edge' for platform 'alpine'; suggested package: 'gcc-arm-none-eabi',ok
gcc-arm-none-eabi,A.2,gcc-arm-none-eabi,platform,opensuse,15.2,,,,,,,,,,cross-arm-none-gcc7,Entry 'gcc-arm-none-eabi' missing version '15.2' for platform 'opensuse'; suggested package: 'cross-arm-none-gcc7',ok
gcc-arm-none-eabi,A.2,gcc-arm-none-eabi,platform,rhel,8,,,,,,,,,,arm-none-eabi-gcc-cs,Entry 'gcc-arm-none-eabi' missing version '8' for platform 'rhel'; suggested package: 'arm-none-eabi-gcc-cs',ok
gcc-arm-none-eabi,A.2,gcc-arm-none-eabi,platform,rhel,9,,,,,,,,,,arm-none-eabi-gcc-cs,Entry 'gcc-arm-none-eabi' missing version '9' for platform 'rhel'; suggested package: 'arm-none-eabi-gcc-cs',ok
gcc-avr,A.2,gcc-avr,platform,alpine,edge,,,,,,,,,,gcc-avr,Entry 'gcc-avr' missing version 'edge' for platform 'alpine'; suggested package: 'gcc-avr',ok
gcc-avr,A.2,gcc-avr,platform,opensuse,15.2,,,,,,,,,,cross-avr-gcc7,Entry 'gcc-avr' missing version '15.2' for platform 'opensuse'; suggested package: 'cross-avr-gcc7',ok
gcc-avr,A.2,gcc-avr,platform,rhel,8,,,,,,,,,,gcc,Entry 'gcc-avr' missing version '8' for platform 'rhel'; suggested package: 'gcc',ok
gcc-avr,A.2,gcc-avr,platform,rhel,9,,,,,,,,,,gcc,Entry 'gcc-avr' missing version '9' for platform 'rhel'; suggested package: 'gcc',ok
gcc-multilib,A.2,gcc-multilib,platform,arch,,,,,,,,,,,gcc,Entry 'gcc-multilib' missing version '' for platform 'arch'; suggested package: 'gcc',ok
gcc-multilib,A.2,gcc-multilib,platform,rhel,8,,,,,,,,,,python3-pwntools,Entry 'gcc-multilib' missing version '8' for platform 'rhel'; suggested package: 'python3-pwntools',ok
gcc-multilib,A.2,gcc-multilib,platform,rhel,9,,,,,,,,,,python3-pwntools,Entry 'gcc-multilib' missing version '9' for platform 'rhel'; suggested package: 'python3-pwntools',ok
gcc-multilib,B.1a,gcc-multilib,,fedora,41,glibc-devel(%{__isa_name}-32),,,,,,,,,,Package 'glibc-devel(%{__isa_name}-32)' not found in fedora 41,ok
gcc-multilib,B.1a,gcc-multilib,,fedora,41,glibc-static(%{__isa_name}-32),,,,,,,,,,Package 'glibc-static(%{__isa_name}-32)' not found in fedora 41,ok
gcc-multilib,B.1a,gcc-multilib,,fedora,42,glibc-devel(%{__isa_name}-32),,python3-pwntools,,,,,,,,Package 'glibc-devel(%{__isa_name}-32)' not found in fedora 42; detected existing package: 'python3-pwntools',ok
gcc-multilib,B.1a,gcc-multilib,,fedora,42,glibc-static(%{__isa_name}-32),,python3-pwntools,,,,,,,,Package 'glibc-static(%{__isa_name}-32)' not found in fedora 42; detected existing package: 'python3-pwntools',ok
gcc-static,A.2,gcc-static,platform,alpine,edge,,,,,,,,,,gcc,Entry 'gcc-static' missing version 'edge' for platform 'alpine'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,arch,,,,,,,,,,,gcc,Entry 'gcc-static' missing version '' for platform 'arch'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,debian,bookworm,,,,,,,,,,gcc,Entry 'gcc-static' missing version 'bookworm' for platform 'debian'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,debian,trixie,,,,,,,,,,gcc,Entry 'gcc-static' missing version 'trixie' for platform 'debian'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,opensuse,15.2,,,,,,,,,,gcc,Entry 'gcc-static' missing version '15.2' for platform 'opensuse'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,nixos,unstable,,,,,,,,,,gcc,Entry 'gcc-static' missing version 'unstable' for platform 'nixos'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,rhel,8,,,,,,,,,,gcc,Entry 'gcc-static' missing version '8' for platform 'rhel'; suggested package: 'gcc',ok
gcc-static,A.2,gcc-static,platform,rhel,9,,,,,,,,,,gcc,Entry 'gcc-static' missing version '9' for platform 'rhel'; suggested package: 'gcc',ok
gcc-static,B.1b,gcc-static,,fedora,41,gcc,gcc,,,,,,,,,Package 'gcc' differs from expected 'gcc' in fedora 41,ok
gcc-static,B.1b,gcc-static,,fedora,42,gcc,gcc,,,,,,,,,Package 'gcc' differs from expected 'gcc' in fedora 42,ok
gccxml,B.1a,gccxml,,,,,,,,,,,,,,No distribution info found for entry 'gccxml',ok
gcovr,A.2,gcovr,platform,alpine,edge,,,,,,,,,,gcovr,Entry 'gcovr' missing version 'edge' for platform 'alpine'; suggested package: 'gcovr',ok
gcovr,A.2,gcovr,platform,opensuse,15.2,,,,,,,,,,gcovr,Entry 'gcovr' missing version '15.2' for platform 'opensuse'; suggested package: 'gcovr',ok
gdal-bin,A.2,gdal-bin,platform,alpine,edge,,,,,,,,,,gdal-tools,Entry 'gdal-bin' missing version 'edge' for platform 'alpine'; suggested package: 'gdal-tools',ok
gdal-bin,A.2,gdal-bin,platform,opensuse,15.2,,,,,,,,,,gdal,Entry 'gdal-bin' missing version '15.2' for platform 'opensuse'; suggested package: 'gdal',ok
gdal-bin,A.2,gdal-bin,platform,rhel,8,,,,,,,,,,gdal,Entry 'gdal-bin' missing version '8' for platform 'rhel'; suggested package: 'gdal',ok
gdal-bin,A.2,gdal-bin,platform,rhel,9,,,,,,,,,,gdal,Entry 'gdal-bin' missing version '9' for platform 'rhel'; suggested package: 'gdal',ok
geographiclib,,geographiclib,,,,,,,,,,,,,,,no_issues
geographiclib-tools,,geographiclib-tools,,,,,,,,,,,,,,,no_issues
geos,A.2,geos,platform,alpine,edge,,,,,,,,,,geos-dev,Entry 'geos' missing version 'edge' for platform 'alpine'; suggested package: 'geos-dev',ok
geos,A.2,geos,platform,opensuse,15.2,,,,,,,,,,geos-devel,Entry 'geos' missing version '15.2' for platform 'opensuse'; suggested package: 'geos-devel',ok
gettext-base,A.2,gettext-base,platform,alpine,edge,,,,,,,,,,gettext,Entry 'gettext-base' missing version 'edge' for platform 'alpine'; suggested package: 'gettext',ok
gettext-base,A.2,gettext-base,platform,opensuse,15.2,,,,,,,,,,gettext-runtime,Entry 'gettext-base' missing version '15.2' for platform 'opensuse'; suggested package: 'gettext-runtime',ok
gettext-base,A.2,gettext-base,platform,rhel,8,,,,,,,,,,gettext,Entry 'gettext-base' missing version '8' for platform 'rhel'; suggested package: 'gettext',ok
gettext-base,A.2,gettext-base,platform,rhel,9,,,,,,,,,,gettext,Entry 'gettext-base' missing version '9' for platform 'rhel'; suggested package: 'gettext',ok
gettext-base,B.1b,gettext-base,,fedora,41,gettext,gettext-runtime,,,,,,,,,Package 'gettext' differs from expected 'gettext-runtime' in fedora 41,ok
gettext-base,B.1b,gettext-base,,fedora,42,gettext,gettext-runtime,,,,,,,,,Package 'gettext' differs from expected 'gettext-runtime' in fedora 42,ok
gforth,B.1a,gforth,,debian,trixie,gforth,,,,,,,,,,Package 'gforth' not found in debian trixie,ok
gfortran,A.2,gfortran,platform,alpine,edge,,,,,,,,,,gfortran,Entry 'gfortran' missing version 'edge' for platform 'alpine'; suggested package: 'gfortran',ok
gfortran,A.2,gfortran,platform,opensuse,15.2,,,,,,,,,,gcc-fortran,Entry 'gfortran' missing version '15.2' for platform 'opensuse'; suggested package: 'gcc-fortran',ok
gfortran,A.2,gfortran,platform,rhel,8,,,,,,,,,,gcc-gfortran,Entry 'gfortran' missing version '8' for platform 'rhel'; suggested package: 'gcc-gfortran',ok
gfortran,A.2,gfortran,platform,rhel,9,,,,,,,,,,gcc-gfortran,Entry 'gfortran' missing version '9' for platform 'rhel'; suggested package: 'gcc-gfortran',ok
ghc,A.2,ghc,platform,alpine,edge,,,,,,,,,,ghc,Entry 'ghc' missing version 'edge' for platform 'alpine'; suggested package: 'ghc',ok
ghc,A.2,ghc,platform,opensuse,15.2,,,,,,,,,,ghc,Entry 'ghc' missing version '15.2' for platform 'opensuse'; suggested package: 'ghc',ok
ghc,A.2,ghc,platform,rhel,8,,,,,,,,,,ghc,Entry 'ghc' missing version '8' for platform 'rhel'; suggested package: 'ghc',ok
ghc,A.2,ghc,platform,rhel,9,,,,,,,,,,ghc,Entry 'ghc' missing version '9' for platform 'rhel'; suggested package: 'ghc',ok
gifsicle,A.2,gifsicle,platform,alpine,edge,,,,,,,,,,gifsicle,Entry 'gifsicle' missing version 'edge' for platform 'alpine'; suggested package: 'gifsicle',ok
gifsicle,A.2,gifsicle,platform,opensuse,15.2,,,,,,,,,,gifsicle,Entry 'gifsicle' missing version '15.2' for platform 'opensuse'; suggested package: 'gifsicle',ok
gifsicle,A.2,gifsicle,platform,rhel,8,,,,,,,,,,gifsicle,Entry 'gifsicle' missing version '8' for platform 'rhel'; suggested package: 'gifsicle',ok
gifsicle,A.2,gifsicle,platform,rhel,9,,,,,,,,,,gifsicle,Entry 'gifsicle' missing version '9' for platform 'rhel'; suggested package: 'gifsicle',ok
gimp,A.2,gimp,platform,alpine,edge,,,,,,,,,,gimp,Entry 'gimp' missing version 'edge' for platform 'alpine'; suggested package: 'gimp',ok
gimp,A.2,gimp,platform,opensuse,15.2,,,,,,,,,,gimp,Entry 'gimp' missing version '15.2' for platform 'opensuse'; suggested package: 'gimp',ok
gimp,A.2,gimp,platform,rhel,8,,,,,,,,,,gimp,Entry 'gimp' missing version '8' for platform 'rhel'; suggested package: 'gimp',ok
gimp,A.2,gimp,platform,rhel,9,,,,,,,,,,gimp,Entry 'gimp' missing version '9' for platform 'rhel'; suggested package: 'gimp',ok
git,B.1b,git,,fedora,41,git,git-core,,,,,,,,,Package 'git' differs from expected 'git-core' in fedora 41,ok
git,B.1b,git,,fedora,42,git,git-core,,,,,,,,,Package 'git' differs from expected 'git-core' in fedora 42,ok
git,B.1b,git,,opensuse,15.2,git-core,git,,,,,,,,,Package 'git-core' differs from expected 'git' in opensuse 15.2,ok
git,B.1b,git,,rhel,8,git,git-core,,,,,,,,,Package 'git' differs from expected 'git-core' in rhel 8,ok
git,B.1b,git,,rhel,9,git,git-core,,,,,,,,,Package 'git' differs from expected 'git-core' in rhel 9,ok
git-lfs,,git-lfs,,,,,,,,,,,,,,,no_issues
gitg,A.2,gitg,platform,alpine,edge,,,,,,,,,,gitg,Entry 'gitg' missing version 'edge' for platform 'alpine'; suggested package: 'gitg',ok
gitg,A.2,gitg,platform,opensuse,15.2,,,,,,,,,,gitg,Entry 'gitg' missing version '15.2' for platform 'opensuse'; suggested package: 'gitg',ok
gitg,A.2,gitg,platform,rhel,8,,,,,,,,,,gitg,Entry 'gitg' missing version '8' for platform 'rhel'; suggested package: 'gitg',ok
gitk,A.2,gitk,platform,alpine,edge,,,,,,,,,,git-gitk,Entry 'gitk' missing version 'edge' for platform 'alpine'; suggested package: 'git-gitk',ok
gitk,A.2,gitk,platform,opensuse,15.2,,,,,,,,,,gitk,Entry 'gitk' missing version '15.2' for platform 'opensuse'; suggested package: 'gitk',ok
gitk,A.2,gitk,platform,rhel,8,,,,,,,,,,gitk,Entry 'gitk' missing version '8' for platform 'rhel'; suggested package: 'gitk',ok
gitk,A.2,gitk,platform,rhel,9,,,,,,,,,,gitk,Entry 'gitk' missing version '9' for platform 'rhel'; suggested package: 'gitk',ok
gitk,B.1b,gitk,,nixos,unstable,gitFull,git,,,,,,,,,Package 'gitFull' differs from expected 'git' in nixos unstable,ok
gksu,B.1a,gksu,,,,,,,,,,,,,,No distribution info found for entry 'gksu',ok
glc,A.2,glc,platform,fedora,41,,,,,,,,,,quesoglc,Entry 'glc' missing version '41' for platform 'fedora'; suggested package: 'quesoglc',ok
glc,A.2,glc,platform,fedora,42,,,,,,,,,,quesoglc,Entry 'glc' missing version '42' for platform 'fedora'; suggested package: 'quesoglc',ok
glc,B.1a,glc,,arch,,glc,,,,,,,,,,Package 'glc' not found in arch ,ok
glpk,A.2,glpk,platform,alpine,edge,,,,,,,,,,glpk-dev,Entry 'glpk' missing version 'edge' for platform 'alpine'; suggested package: 'glpk-dev',ok
glpk,A.2,glpk,platform,opensuse,15.2,,,,,,,,,,glpk-devel,Entry 'glpk' missing version '15.2' for platform 'opensuse'; suggested package: 'glpk-devel',ok
glslang-dev,,glslang-dev,,,,,,,,,,,,,,,no_issues
glslc,A.2,glslc,platform,alpine,edge,,,,,,,,,,shaderc,Entry 'glslc' missing version 'edge' for platform 'alpine'; suggested package: 'shaderc',ok
glslc,A.2,glslc,platform,opensuse,15.2,,,,,,,,,,shaderc,Entry 'glslc' missing version '15.2' for platform 'opensuse'; suggested package: 'shaderc',ok
glut,A.2,glut,platform,alpine,edge,,,,,,,,,,freeglut-dev,Entry 'glut' missing version 'edge' for platform 'alpine'; suggested package: 'freeglut-dev',ok
glut,B.1b,glut,,debian,bookworm,freeglut3-dev,libglut-dev,,,,,,,,,Package 'freeglut3-dev' differs from expected 'libglut-dev' in debian bookworm,ok
glut,B.1b,glut,,debian,trixie,freeglut3-dev,libglut-dev,,,,,,,,,Package 'freeglut3-dev' differs from expected 'libglut-dev' in debian trixie,ok
glut,B.1b,glut,,ubuntu,noble,freeglut3-dev,libglut-dev,,,,,,,,,Package 'freeglut3-dev' differs from expected 'libglut-dev' in ubuntu noble,ok
gnat,A.2,gnat,platform,alpine,edge,,,,,,,,,,libgnat,Entry 'gnat' missing version 'edge' for platform 'alpine'; suggested package: 'libgnat',ok
gnat,A.2,gnat,platform,fedora,41,,,,,,,,,,libgnat-devel,Entry 'gnat' missing version '41' for platform 'fedora'; suggested package: 'libgnat-devel',ok
gnat,A.2,gnat,platform,fedora,42,,,,,,,,,,libgnat-devel,Entry 'gnat' missing version '42' for platform 'fedora'; suggested package: 'libgnat-devel',ok
gnat,A.2,gnat,platform,opensuse,15.2,,,,,,,,,,gcc-ada,Entry 'gnat' missing version '15.2' for platform 'opensuse'; suggested package: 'gcc-ada',ok
gnat,A.2,gnat,platform,rhel,8,,,,,,,,,,libgnat-devel,Entry 'gnat' missing version '8' for platform 'rhel'; suggested package: 'libgnat-devel',ok
gnat,A.2,gnat,platform,rhel,9,,,,,,,,,,libgnat-devel,Entry 'gnat' missing version '9' for platform 'rhel'; suggested package: 'libgnat-devel',ok
gnome-terminal,B.1a,gnome-terminal,,nixos,unstable,gnome.gnome-terminal,,gnome-terminal,,,,,,,,Package 'gnome.gnome-terminal' not found in nixos unstable; detected existing package: 'gnome-terminal',ok
gnuplot,A.2,gnuplot,platform,alpine,edge,,,,,,,,,,gnuplot,Entry 'gnuplot' missing version 'edge' for platform 'alpine'; suggested package: 'gnuplot',ok
gnuplot,A.2,gnuplot,platform,opensuse,15.2,,,,,,,,,,gnuplot,Entry 'gnuplot' missing version '15.2' for platform 'opensuse'; suggested package: 'gnuplot',ok
gnuplot,A.2,gnuplot,platform,rhel,8,,,,,,,,,,gnuplot,Entry 'gnuplot' missing version '8' for platform 'rhel'; suggested package: 'gnuplot',ok
gnuplot,A.2,gnuplot,platform,rhel,9,,,,,,,,,,gnuplot,Entry 'gnuplot' missing version '9' for platform 'rhel'; suggested package: 'gnuplot',ok
gnuplot-iostream,,gnuplot-iostream,,,,,,,,,,,,,,,no_issues
gnuplot-x11,A.2,gnuplot-x11,platform,alpine,edge,,,,,,,,,,gnuplot,Entry 'gnuplot-x11' missing version 'edge' for platform 'alpine'; suggested package: 'gnuplot',ok
gnuplot-x11,A.2,gnuplot-x11,platform,arch,,,,,,,,,,,gnuplot,Entry 'gnuplot-x11' missing version '' for platform 'arch'; suggested package: 'gnuplot',ok
gnuplot-x11,A.2,gnuplot-x11,platform,fedora,41,,,,,,,,,,gnuplot-wx,Entry 'gnuplot-x11' missing version '41' for platform 'fedora'; suggested package: 'gnuplot-wx',ok
gnuplot-x11,A.2,gnuplot-x11,platform,fedora,42,,,,,,,,,,gnuplot-wx,Entry 'gnuplot-x11' missing version '42' for platform 'fedora'; suggested package: 'gnuplot-wx',ok
gnuplot-x11,A.2,gnuplot-x11,platform,opensuse,15.2,,,,,,,,,,gnuplot,Entry 'gnuplot-x11' missing version '15.2' for platform 'opensuse'; suggested package: 'gnuplot',ok
